species	db	value	unity	value_used	category	id
Caloenas_nicobarica	EOL	519	g	0.519	weight	Caloenas_nicobarica;EOL;weight
Lithobates_catesbeianus	ADW	0.5	kg	0.5	weight	Lithobates_catesbeianus;ADW;weight
Mastacembelus_armatus	EOL	500	g	0.5	weight	Mastacembelus_armatus;EOL;weight
Mastacembelus_armatus	fishbase	500	g	0.5	weight	Mastacembelus_armatus;fishbase;weight
Pogona_vitticeps	AnAge	500	g	0.5	weight	Pogona_vitticeps;AnAge;weight
Pogona_vitticeps	EOL	500	g	0.5	weight	Pogona_vitticeps;EOL;weight
Rattus_norvegicus	ADW	500	g	0.5	weight	Rattus_norvegicus;ADW;weight
Asterias_rubens	EOL	495.358	g	0.495358	weight	Asterias_rubens;EOL;weight
Patagioenas_fasciata	EOL	470	g	0.47	weight	Patagioenas_fasciata;EOL;weight
Haliotis_rufescens	EOL	469	g	0.469	weight	Haliotis_rufescens;EOL;weight
Nothoprocta_perdicaria	EOL	458	g	0.458	weight	Nothoprocta_perdicaria;EOL;weight
Limosa_lapponica	EOL	455	g	0.455	weight	Limosa_lapponica;EOL;weight
Crotalus_tigris	ADW	454	g	0.454	weight	Crotalus_tigris;ADW;weight
Corvus_brachyrhynchos	ADW	450	g	0.45	weight	Corvus_brachyrhynchos;ADW;weight
Stercorarius_parasiticus	ADW	450	g	0.45	weight	Stercorarius_parasiticus;ADW;weight
Stercorarius_parasiticus	AnAge	445.5	g	0.4455	weight	Stercorarius_parasiticus;AnAge;weight
Ciccaba_nigrolineata	EOL	435	g	0.435	weight	Ciccaba_nigrolineata;EOL;weight
Eolophus_roseicapilla	EOL	432	g	0.432	weight	Eolophus_roseicapilla;EOL;weight
Podilymbus_podiceps	AnAge	430	g	0.43	weight	Podilymbus_podiceps;AnAge;weight
Cepphus_grylle	AnAge	427.5	g	0.4275	weight	Cepphus_grylle;AnAge;weight
Lagopus_leucura	ADW	425	g	0.425	weight	Lagopus_leucura;ADW;weight
Pterocles_gutturalis	EOL	400	g	0.4	weight	Pterocles_gutturalis;EOL;weight
Ramphastos_sulfuratus	ADW	400	g	0.4	weight	Ramphastos_sulfuratus;ADW;weight
Steatornis_caripensis	ADW	400	g	0.4	weight	Steatornis_caripensis;ADW;weight
Thamnophis_elegans	AnAge	400	g	0.4	weight	Thamnophis_elegans;AnAge;weight
Corvus_brachyrhynchos	AnAge	384.8	g	0.3848	weight	Corvus_brachyrhynchos;AnAge;weight
Nothoprocta_pentlandii	EOL	384	g	0.384	weight	Nothoprocta_pentlandii;EOL;weight
Cephalopterus_ornatus	EOL	380	g	0.38	weight	Cephalopterus_ornatus;EOL;weight
Corvus_brachyrhynchos	EOL	376	g	0.376	weight	Corvus_brachyrhynchos;EOL;weight
Geococcyx_californianus	AnAge	376	g	0.376	weight	Geococcyx_californianus;AnAge;weight
Terrapene_carolina	AnAge	372	g	0.372	weight	Terrapene_carolina;AnAge;weight
Chrysemys_picta	ADW	371.812	g	0.371812	weight	Chrysemys_picta;ADW;weight
Chrysemys_picta	AnAge	371.8	g	0.3718	weight	Chrysemys_picta;AnAge;weight
Phaethon_lepturus	EOL	367	g	0.367	weight	Phaethon_lepturus;EOL;weight
Dallia_pectoralis	fishbase	366	g	0.366	weight	Dallia_pectoralis;fishbase;weight
Rynchops_niger	ADW	365	g	0.365	weight	Rynchops_niger;ADW;weight
Callithrix_jacchus	ADW	360	g	0.36	weight	Callithrix_jacchus;ADW;weight
Gymnorhina_tibicen	EOL	360	g	0.36	weight	Gymnorhina_tibicen;EOL;weight
Columba_livia	ADW	358.7	g	0.3587	weight	Columba_livia;ADW;weight
Columba_livia	AnAge	358.7	g	0.3587	weight	Columba_livia;AnAge;weight
Lithobates_catesbeianus	EOL	354	g	0.354	weight	Lithobates_catesbeianus;EOL;weight
Corythaixoides_concolor	EOL	350	g	0.35	weight	Corythaixoides_concolor;EOL;weight
Neotoma_lepida	ADW	350	g	0.35	weight	Neotoma_lepida;ADW;weight
Geococcyx_californianus	ADW	341	g	0.341	weight	Geococcyx_californianus;ADW;weight
Lagopus_leucura	AnAge	326	g	0.326	weight	Lagopus_leucura;AnAge;weight
Lagopus_leucura	EOL	326	g	0.326	weight	Lagopus_leucura;EOL;weight
Dromas_ardeola	EOL	325	g	0.325	weight	Dromas_ardeola;EOL;weight
Tauraco_erythrolophus	EOL	325	g	0.325	weight	Tauraco_erythrolophus;EOL;weight
Limosa_lapponica	AnAge	322	g	0.322	weight	Limosa_lapponica;AnAge;weight
Ibidorhyncha_struthersii	EOL	320	g	0.32	weight	Ibidorhyncha_struthersii;EOL;weight
Penaeus_monodon	ADW	320	g	0.32	weight	Penaeus_monodon;ADW;weight
Mauremys_mutica	AnAge	319.5	g	0.3195	weight	Mauremys_mutica;AnAge;weight
Rissa_tridactyla	ADW	317	g	0.317	weight	Rissa_tridactyla;ADW;weight
Rissa_tridactyla	AnAge	317	g	0.317	weight	Rissa_tridactyla;AnAge;weight
Patagioenas_fasciata	AnAge	315	g	0.315	weight	Patagioenas_fasciata;AnAge;weight
Rynchops_niger	AnAge	315	g	0.315	weight	Rynchops_niger;AnAge;weight
Egretta_garzetta	AnAge	312	g	0.312	weight	Egretta_garzetta;AnAge;weight
Egretta_garzetta	EOL	312	g	0.312	weight	Egretta_garzetta;EOL;weight
Leptosomus_discolor	EOL	301	g	0.301	weight	Leptosomus_discolor;EOL;weight
Eolophus_roseicapilla	AnAge	300	g	0.3	weight	Eolophus_roseicapilla;AnAge;weight
Octodon_degus	ADW	300	g	0.3	weight	Octodon_degus;ADW;weight
Rattus_norvegicus	AnAge	300	g	0.3	weight	Rattus_norvegicus;AnAge;weight
Rattus_rattus	ADW	300	g	0.3	weight	Rattus_rattus;ADW;weight
Tachysurus_fulvidraco	fishbase	300	g	0.3	weight	Tachysurus_fulvidraco;fishbase;weight
Odontophorus_gujanensis	EOL	298	g	0.298	weight	Odontophorus_gujanensis;EOL;weight
Bambusicola_thoracicus	EOL	297	g	0.297	weight	Bambusicola_thoracicus;EOL;weight
Onychostoma_macrolepis	EOL	297	g	0.297	weight	Onychostoma_macrolepis;EOL;weight
Onychostoma_macrolepis	fishbase	296.7	g	0.2967	weight	Onychostoma_macrolepis;fishbase;weight
Centropus_bengalensis	EOL	290	g	0.29	weight	Centropus_bengalensis;EOL;weight
Ptilonorhynchus_violaceus	EOL	290	g	0.29	weight	Ptilonorhynchus_violaceus;EOL;weight
Crotalus_tigris	AnAge	279	g	0.279	weight	Crotalus_tigris;AnAge;weight
Phaetusa_simplex	EOL	275	g	0.275	weight	Phaetusa_simplex;EOL;weight
Pecten_maximus	EOL	270.519	g	0.270519	weight	Pecten_maximus;EOL;weight
Corvus_kubaryi	EOL	270	g	0.27	weight	Corvus_kubaryi;EOL;weight
Crypturellus_soui	EOL	268	g	0.268	weight	Crypturellus_soui;EOL;weight
Mizuhopecten_yessoensis	EOL	261	g	0.261	weight	Mizuhopecten_yessoensis;EOL;weight
Syrrhaptes_paradoxus	EOL	256	g	0.256	weight	Syrrhaptes_paradoxus;EOL;weight
Callithrix_jacchus	AnAge	255.2	g	0.2552	weight	Callithrix_jacchus;AnAge;weight
Athene_cunicularia	ADW	255	g	0.255	weight	Athene_cunicularia;ADW;weight
Arvicola_amphibius	ADW	250	g	0.25	weight	Arvicola_amphibius;ADW;weight
Monopterus_albus	ADW	250	g	0.25	weight	Monopterus_albus;ADW;weight
Sinocyclocheilus_grahami	EOL	250	g	0.25	weight	Sinocyclocheilus_grahami;EOL;weight
Sinocyclocheilus_grahami	fishbase	250	g	0.25	weight	Sinocyclocheilus_grahami;fishbase;weight
Corvus_moneduloides	EOL	249	g	0.249	weight	Corvus_moneduloides;EOL;weight
Larimichthys_crocea	fishbase	243.6	g	0.2436	weight	Larimichthys_crocea;fishbase;weight
Trachemys_scripta	AnAge	240	g	0.24	weight	Trachemys_scripta;AnAge;weight
Neotoma_lepida	AnAge	236	g	0.236	weight	Neotoma_lepida;AnAge;weight
Octodon_degus	AnAge	235	g	0.235	weight	Octodon_degus;AnAge;weight
Crassostrea_gigas	EOL	232	g	0.232	weight	Crassostrea_gigas;EOL;weight
Picathartes_gymnocephalus	EOL	226	g	0.226	weight	Picathartes_gymnocephalus;EOL;weight
Brachypteracias_leptosomus	EOL	217	g	0.217	weight	Brachypteracias_leptosomus;EOL;weight
Ptilonorhynchus_violaceus	AnAge	213	g	0.213	weight	Ptilonorhynchus_violaceus;AnAge;weight
Psammomys_obesus	AnAge	212	g	0.212	weight	Psammomys_obesus;AnAge;weight
Eurypyga_helias	AnAge	210	g	0.21	weight	Eurypyga_helias;AnAge;weight
Eurypyga_helias	EOL	210	g	0.21	weight	Eurypyga_helias;EOL;weight
Psammomys_obesus	ADW	208	g	0.208	weight	Psammomys_obesus;ADW;weight
Polypterus_senegalus	fishbase	207	g	0.207	weight	Polypterus_senegalus;fishbase;weight
Dallia_pectoralis	AnAge	201.3	g	0.2013	weight	Dallia_pectoralis;AnAge;weight
Dallia_pectoralis	EOL	201.3	g	0.2013	weight	Dallia_pectoralis;EOL;weight
Baryphthengus_martii	EOL	200	g	0.2	weight	Baryphthengus_martii;EOL;weight
Ochotona_curzoniae	ADW	0.2	kg	0.2	weight	Ochotona_curzoniae;ADW;weight
Pterocles_burchelli	EOL	200	g	0.2	weight	Pterocles_burchelli;EOL;weight
Rattus_rattus	AnAge	200	g	0.2	weight	Rattus_rattus;AnAge;weight
Xenopus_laevis	ADW	200	g	0.2	weight	Xenopus_laevis;ADW;weight
Arenaria_interpres	ADW	190	g	0.19	weight	Arenaria_interpres;ADW;weight
Centropus_unirufus	EOL	188	g	0.188	weight	Centropus_unirufus;EOL;weight
Pelecanoides_urinatrix	ADW	185	g	0.185	weight	Pelecanoides_urinatrix;ADW;weight
Pelecanoides_urinatrix	EOL	185	g	0.185	weight	Pelecanoides_urinatrix;EOL;weight
Arvicanthis_niloticus	ADW	183	g	0.183	weight	Arvicanthis_niloticus;ADW;weight
Echinops_telfairi	AnAge	180	g	0.18	weight	Echinops_telfairi;AnAge;weight
Ochotona_princeps	ADW	176	g	0.176	weight	Ochotona_princeps;ADW;weight
Ictidomys_tridecemlineatus	AnAge	172.7	g	0.1727	weight	Ictidomys_tridecemlineatus;AnAge;weight
Rousettus_aegyptiacus	ADW	170	g	0.17	weight	Rousettus_aegyptiacus;ADW;weight
Quiscalus_mexicanus	AnAge	168.7	g	0.1687	weight	Quiscalus_mexicanus;AnAge;weight
Haliotis_rubra	EOL	162	g	0.162	weight	Haliotis_rubra;EOL;weight
Thamnophis_elegans	EOL	160.97	g	0.16097	weight	Thamnophis_elegans;EOL;weight
Monodelphis_domestica	ADW	155	g	0.155	weight	Monodelphis_domestica;ADW;weight
Falco_naumanni	AnAge	152.5	g	0.1525	weight	Falco_naumanni;AnAge;weight
Falco_naumanni	EOL	152.5	g	0.1525	weight	Falco_naumanni;EOL;weight
Athene_cunicularia	AnAge	150	g	0.15	weight	Athene_cunicularia;AnAge;weight
Athene_cunicularia	EOL	150	g	0.15	weight	Athene_cunicularia;EOL;weight
Thamnophis_elegans	ADW	150	g	0.15	weight	Thamnophis_elegans;ADW;weight
Thamnophis_sirtalis	ADW	150	g	0.15	weight	Thamnophis_sirtalis;ADW;weight
Thamnophis_sirtalis	AnAge	150	g	0.15	weight	Thamnophis_sirtalis;AnAge;weight
Mesitornis_unicolor	EOL	148	g	0.148	weight	Mesitornis_unicolor;EOL;weight
Orthonyx_spaldingii	EOL	148	g	0.148	weight	Orthonyx_spaldingii;EOL;weight
Salvelinus_fontinalis	EOL	147	g	0.147	weight	Salvelinus_fontinalis;EOL;weight
Orthonyx_spaldingii	AnAge	145.1	g	0.1451	weight	Orthonyx_spaldingii;AnAge;weight
Dipodomys_spectabilis	ADW	145	g	0.145	weight	Dipodomys_spectabilis;ADW;weight
Dipodomys_spectabilis	AnAge	145	g	0.145	weight	Dipodomys_spectabilis;AnAge;weight
Bufo_bufo	EOL	142	g	0.142	weight	Bufo_bufo;EOL;weight
Thinocorus_orbignyianus	EOL	140	g	0.14	weight	Thinocorus_orbignyianus;EOL;weight
Arenaria_interpres	AnAge	136	g	0.136	weight	Arenaria_interpres;AnAge;weight
Grallaria_varia	EOL	134	g	0.134	weight	Grallaria_varia;EOL;weight
Meriones_unguiculatus	ADW	133	g	0.133	weight	Meriones_unguiculatus;ADW;weight
Heliornis_fulica	EOL	132	g	0.132	weight	Heliornis_fulica;EOL;weight
Struthidea_cinerea	AnAge	132	g	0.132	weight	Struthidea_cinerea;AnAge;weight
Dicrurus_megarhynchus	EOL	130	g	0.13	weight	Dicrurus_megarhynchus;EOL;weight
Struthidea_cinerea	ADW	130	g	0.13	weight	Struthidea_cinerea;ADW;weight
Xenopus_laevis	AnAge	130	g	0.13	weight	Xenopus_laevis;AnAge;weight
Piaya_cayana	EOL	129	g	0.129	weight	Piaya_cayana;EOL;weight
Rana_temporaria	EOL	127	g	0.127	weight	Rana_temporaria;EOL;weight
Mesocricetus_auratus	ADW	125	g	0.125	weight	Mesocricetus_auratus;ADW;weight
Rousettus_aegyptiacus	AnAge	125	g	0.125	weight	Rousettus_aegyptiacus;AnAge;weight
Rostratula_benghalensis	EOL	121	g	0.121	weight	Rostratula_benghalensis;EOL;weight
Phyllostomus_hastatus	ADW	120.41	g	0.12041	weight	Phyllostomus_hastatus;ADW;weight
Arvicola_amphibius	AnAge	120	g	0.12	weight	Arvicola_amphibius;AnAge;weight
Carlito_syrichta	AnAge	119.2	g	0.1192	weight	Carlito_syrichta;AnAge;weight
Eleutherodactylus_coqui	ADW	117	g	0.117	weight	Eleutherodactylus_coqui;ADW;weight
Mustela_erminea	ADW	116	g	0.116	weight	Mustela_erminea;ADW;weight
Coturnix_japonica	ADW	115	g	0.115	weight	Coturnix_japonica;ADW;weight
Coturnix_japonica	AnAge	115	g	0.115	weight	Coturnix_japonica;AnAge;weight
Trogon_melanurus	EOL	114	g	0.114	weight	Trogon_melanurus;EOL;weight
Cuculus_canorus	AnAge	111.5	g	0.1115	weight	Cuculus_canorus;AnAge;weight
Mustela_erminea	AnAge	110.3	g	0.1103	weight	Mustela_erminea;AnAge;weight
Arvicanthis_niloticus	AnAge	110	g	0.11	weight	Arvicanthis_niloticus;AnAge;weight
Cuculus_canorus	ADW	110	g	0.11	weight	Cuculus_canorus;ADW;weight
Eurystomus_gularis	EOL	110	g	0.11	weight	Eurystomus_gularis;EOL;weight
Mesocricetus_auratus	AnAge	105	g	0.105	weight	Mesocricetus_auratus;AnAge;weight
Monodelphis_domestica	AnAge	105	g	0.105	weight	Monodelphis_domestica;AnAge;weight
Cnemophilus_loriae	EOL	101	g	0.101	weight	Cnemophilus_loriae;EOL;weight
Ochotona_princeps	AnAge	100	g	0.1	weight	Ochotona_princeps;AnAge;weight
Sturnus_vulgaris	ADW	100	g	0.1	weight	Sturnus_vulgaris;ADW;weight
Dipodomys_ordii	ADW	96	g	0.096	weight	Dipodomys_ordii;ADW;weight
Rhinoptilus_africanus	EOL	95.5	g	0.0955	weight	Rhinoptilus_africanus;EOL;weight
Pedionomus_torquatus	EOL	95	g	0.095	weight	Pedionomus_torquatus;EOL;weight
Notiomystis_cincta	EOL	94	g	0.094	weight	Notiomystis_cincta;EOL;weight
Boleophthalmus_pectinirostris	fishbase	91.4	g	0.0914	weight	Boleophthalmus_pectinirostris;fishbase;weight
Charadrius_vociferus	ADW	88	g	0.088	weight	Charadrius_vociferus;ADW;weight
Charadrius_vociferus	AnAge	88	g	0.088	weight	Charadrius_vociferus;AnAge;weight
Jacana_jacana	EOL	87.5	g	0.0875	weight	Jacana_jacana;EOL;weight
Pluvianellus_socialis	EOL	87	g	0.087	weight	Pluvianellus_socialis;EOL;weight
Gymnodraco_acuticeps	fishbase	86.2	g	0.0862	weight	Gymnodraco_acuticeps;fishbase;weight
Upupa_epops	EOL	86	g	0.086	weight	Upupa_epops;EOL;weight
Tokudaia_osimensis	EOL	84.65	g	0.08465	weight	Tokudaia_osimensis;EOL;weight
Toxostoma_redivivum	AnAge	84.4	g	0.0844	weight	Toxostoma_redivivum;AnAge;weight
Toxostoma_redivivum	EOL	84.4	g	0.0844	weight	Toxostoma_redivivum;EOL;weight
Formicarius_rufipectus	EOL	82	g	0.082	weight	Formicarius_rufipectus;EOL;weight
Pitta_sordida	EOL	82	g	0.082	weight	Pitta_sordida;EOL;weight
Phyllostomus_hastatus	AnAge	81	g	0.081	weight	Phyllostomus_hastatus;AnAge;weight
Acomys_russatus	ADW	80	g	0.08	weight	Acomys_russatus;ADW;weight
Ceuthmochares_aereus	EOL	80	g	0.08	weight	Ceuthmochares_aereus;EOL;weight
Heterocephalus_glaber	ADW	80	g	0.08	weight	Heterocephalus_glaber;ADW;weight
Oriolus_oriolus	AnAge	79	g	0.079	weight	Oriolus_oriolus;AnAge;weight
Oriolus_oriolus	EOL	79	g	0.079	weight	Oriolus_oriolus;EOL;weight
Aphelocoma_coerulescens	ADW	78.7	g	0.0787	weight	Aphelocoma_coerulescens;ADW;weight
Aphelocoma_coerulescens	AnAge	78.7	g	0.0787	weight	Aphelocoma_coerulescens;AnAge;weight
Collichthys_lucidus	fishbase	77.1	g	0.0771	weight	Collichthys_lucidus;fishbase;weight
Lamprotornis_superbus	EOL	77	g	0.077	weight	Lamprotornis_superbus;EOL;weight
Glaucidium_brasilianum	ADW	76.5	g	0.0765	weight	Glaucidium_brasilianum;ADW;weight
Condylura_cristata	ADW	75	g	0.075	weight	Condylura_cristata;ADW;weight
Dasyornis_broadbenti	EOL	74.5	g	0.0745	weight	Dasyornis_broadbenti;EOL;weight
Pitangus_sulphuratus	EOL	74	g	0.074	weight	Pitangus_sulphuratus;EOL;weight
Sturnus_vulgaris	AnAge	74	g	0.074	weight	Sturnus_vulgaris;AnAge;weight
Jaculus_jaculus	ADW	73	g	0.073	weight	Jaculus_jaculus;ADW;weight
Sturnus_vulgaris	EOL	72	g	0.072	weight	Sturnus_vulgaris;EOL;weight
Pomatostomus_ruficeps	EOL	71	g	0.071	weight	Pomatostomus_ruficeps;EOL;weight
Agelaius_phoeniceus	ADW	70.5	g	0.0705	weight	Agelaius_phoeniceus;ADW;weight
Microtus_ochrogaster	ADW	70	g	0.07	weight	Microtus_ochrogaster;ADW;weight
Bombycilla_garrulus	ADW	69	g	0.069	weight	Bombycilla_garrulus;ADW;weight
Pitangus_sulphuratus	ADW	68	g	0.068	weight	Pitangus_sulphuratus;ADW;weight
Pedionomus_torquatus	AnAge	67.8	g	0.0678	weight	Pedionomus_torquatus;AnAge;weight
Upupa_epops	AnAge	67.1	g	0.0671	weight	Upupa_epops;AnAge;weight
Turdus_rufiventris	EOL	66.8	g	0.0668	weight	Turdus_rufiventris;EOL;weight
Copsychus_sechellarum	EOL	65	g	0.065	weight	Copsychus_sechellarum;EOL;weight
Fregetta_grallaria	EOL	65	g	0.065	weight	Fregetta_grallaria;EOL;weight
Urocolius_indicus	EOL	65	g	0.065	weight	Urocolius_indicus;EOL;weight
Lamprotornis_superbus	AnAge	64.9	g	0.0649	weight	Lamprotornis_superbus;AnAge;weight
Microcebus_murinus	ADW	64.8	g	0.0648	weight	Microcebus_murinus;ADW;weight
Microcebus_murinus	AnAge	64.8	g	0.0648	weight	Microcebus_murinus;AnAge;weight
Turnix_velox	EOL	64	g	0.064	weight	Turnix_velox;EOL;weight
Chaetops_frenatus	EOL	61	g	0.061	weight	Chaetops_frenatus;EOL;weight
Aegotheles_bennettii	EOL	60	g	0.06	weight	Aegotheles_bennettii;EOL;weight
Artibeus_jamaicensis	ADW	60	g	0.06	weight	Artibeus_jamaicensis;ADW;weight
Apaloderma_vittatum	EOL	59	g	0.059	weight	Apaloderma_vittatum;EOL;weight
Buphagus_erythrorhynchus	EOL	59	g	0.059	weight	Buphagus_erythrorhynchus;EOL;weight
Merops_nubicus	ADW	59	g	0.059	weight	Merops_nubicus;ADW;weight
Nyctibius_bracteatus	EOL	58	g	0.058	weight	Nyctibius_bracteatus;EOL;weight
Pomatostomus_ruficeps	AnAge	57.8	g	0.0578	weight	Pomatostomus_ruficeps;AnAge;weight
Galemys_pyrenaicus	ADW	57.5	g	0.0575	weight	Galemys_pyrenaicus;ADW;weight
Galemys_pyrenaicus	AnAge	57.5	g	0.0575	weight	Galemys_pyrenaicus;AnAge;weight
Semnornis_frantzii	EOL	57.3	g	0.0573	weight	Semnornis_frantzii;EOL;weight
Dipodomys_ordii	AnAge	57	g	0.057	weight	Dipodomys_ordii;AnAge;weight
Agelaius_phoeniceus	AnAge	56.7	g	0.0567	weight	Agelaius_phoeniceus;AnAge;weight
Condylura_cristata	AnAge	55.3	g	0.0553	weight	Condylura_cristata;AnAge;weight
Jaculus_jaculus	AnAge	55	g	0.055	weight	Jaculus_jaculus;AnAge;weight
Nicator_chloris	EOL	55	g	0.055	weight	Nicator_chloris;EOL;weight
Bombycilla_garrulus	AnAge	54.5	g	0.0545	weight	Bombycilla_garrulus;AnAge;weight
Acomys_russatus	AnAge	54.4	g	0.0544	weight	Acomys_russatus;AnAge;weight
Lithobates_catesbeianus	AnAge	54.4	g	0.0544	weight	Lithobates_catesbeianus;AnAge;weight
Peromyscus_californicus	ADW	54.4	g	0.0544	weight	Peromyscus_californicus;ADW;weight
Bucco_capensis	EOL	54	g	0.054	weight	Bucco_capensis;EOL;weight
Pheucticus_melanocephalus	ADW	54	g	0.054	weight	Pheucticus_melanocephalus;ADW;weight
Meriones_unguiculatus	AnAge	53.2	g	0.0532	weight	Meriones_unguiculatus;AnAge;weight
Loxia_curvirostra	EOL	53	g	0.053	weight	Loxia_curvirostra;EOL;weight
Rhodinocichla_rosea	EOL	51.8	g	0.0518	weight	Rhodinocichla_rosea;EOL;weight
Pomacea_canaliculata	EOL	51.4	g	0.0514	weight	Pomacea_canaliculata;EOL;weight
Colius_striatus	AnAge	51	g	0.051	weight	Colius_striatus;AnAge;weight
Colius_striatus	EOL	51	g	0.051	weight	Colius_striatus;EOL;weight
Columbina_picui	EOL	51	g	0.051	weight	Columbina_picui;EOL;weight
Indicator_maculatus	EOL	51	g	0.051	weight	Indicator_maculatus;EOL;weight
Merops_nubicus	EOL	51	g	0.051	weight	Merops_nubicus;EOL;weight
Ptilorrhoa_leucosticta	EOL	51	g	0.051	weight	Ptilorrhoa_leucosticta;EOL;weight
Cinclus_mexicanus	ADW	50.2	g	0.0502	weight	Cinclus_mexicanus;ADW;weight
Cinclus_mexicanus	AnAge	50.2	g	0.0502	weight	Cinclus_mexicanus;AnAge;weight
Desmodus_rotundus	ADW	50	g	0.05	weight	Desmodus_rotundus;ADW;weight
Elephantulus_edwardii	AnAge	50	g	0.05	weight	Elephantulus_edwardii;AnAge;weight
Molothrus_ater	ADW	50	g	0.05	weight	Molothrus_ater;ADW;weight
Indicator_indicator	ADW	48.9	g	0.0489	weight	Indicator_indicator;ADW;weight
Molothrus_ater	EOL	47.5	g	0.0475	weight	Molothrus_ater;EOL;weight
Rhabdornis_inornatus	EOL	47.2	g	0.0472	weight	Rhabdornis_inornatus;EOL;weight
Aleadryas_rufinucha	EOL	47.1	g	0.0471	weight	Aleadryas_rufinucha;EOL;weight
Chrysochloris_asiatica	ADW	47	g	0.047	weight	Chrysochloris_asiatica;ADW;weight
Melozone_crissalis	AnAge	47	g	0.047	weight	Melozone_crissalis;AnAge;weight
Mya_arenaria	EOL	47	g	0.047	weight	Mya_arenaria;EOL;weight
Lanius_ludovicianus	ADW	46	g	0.046	weight	Lanius_ludovicianus;ADW;weight
Lanius_ludovicianus	AnAge	46	g	0.046	weight	Lanius_ludovicianus;AnAge;weight
Oxyruncus_cristatus	EOL	46	g	0.046	weight	Oxyruncus_cristatus;EOL;weight
Melospiza_melodia	EOL	45.7	g	0.0457	weight	Melospiza_melodia;EOL;weight
Loxia_curvirostra	ADW	45.4	g	0.0454	weight	Loxia_curvirostra;ADW;weight
Antechinus_flavipes	AnAge	45	g	0.045	weight	Antechinus_flavipes;AnAge;weight
Chaetorhynchus_papuensis	EOL	45	g	0.045	weight	Chaetorhynchus_papuensis;EOL;weight
Myotis_myotis	ADW	45	g	0.045	weight	Myotis_myotis;ADW;weight
Apus_apus	ADW	44.9	g	0.0449	weight	Apus_apus;ADW;weight
Donacobius_atricapilla	EOL	44	g	0.044	weight	Donacobius_atricapilla;EOL;weight
Pachyramphus_minor	EOL	44	g	0.044	weight	Pachyramphus_minor;EOL;weight
Phyllostomus_discolor	AnAge	43.4	g	0.0434	weight	Phyllostomus_discolor;AnAge;weight
Artibeus_jamaicensis	AnAge	42.2	g	0.0422	weight	Artibeus_jamaicensis;AnAge;weight
Atlantisia_rogersi	EOL	42	g	0.042	weight	Atlantisia_rogersi;EOL;weight
Dromiciops_gliroides	ADW	42	g	0.042	weight	Dromiciops_gliroides;ADW;weight
Peromyscus_californicus	AnAge	42	g	0.042	weight	Peromyscus_californicus;AnAge;weight
Pheucticus_melanocephalus	AnAge	42	g	0.042	weight	Pheucticus_melanocephalus;AnAge;weight
Atrichornis_clamosus	AnAge	41.525	g	0.041525	weight	Atrichornis_clamosus;AnAge;weight
Eubucco_bourcierii	EOL	41	g	0.041	weight	Eubucco_bourcierii;EOL;weight
Chloropsis_hardwickii	EOL	40	g	0.04	weight	Chloropsis_hardwickii;EOL;weight
Drymodes_brunneopygia	EOL	40	g	0.04	weight	Drymodes_brunneopygia;EOL;weight
Microtus_ochrogaster	AnAge	40	g	0.04	weight	Microtus_ochrogaster;AnAge;weight
Ploceus_nigricollis	EOL	40	g	0.04	weight	Ploceus_nigricollis;EOL;weight
Tyrannus_savana	EOL	40	g	0.04	weight	Tyrannus_savana;EOL;weight
Loxia_curvirostra	AnAge	39.5	g	0.0395	weight	Loxia_curvirostra;AnAge;weight
Xiphorhynchus_elegans	EOL	38.5	g	0.0385	weight	Xiphorhynchus_elegans;EOL;weight
Molothrus_ater	AnAge	38.1	g	0.0381	weight	Molothrus_ater;AnAge;weight
Loxia_leucoptera	EOL	37.9	g	0.0379	weight	Loxia_leucoptera;EOL;weight
Apus_apus	AnAge	37.6	g	0.0376	weight	Apus_apus;AnAge;weight
Atrichornis_clamosus	EOL	37	g	0.037	weight	Atrichornis_clamosus;EOL;weight
Campylorhamphus_procurvoides	EOL	36	g	0.036	weight	Campylorhamphus_procurvoides;EOL;weight
Ifrita_kowaldi	EOL	36	g	0.036	weight	Ifrita_kowaldi;EOL;weight
Eublepharis_macularius	AnAge	35.53	g	0.03553	weight	Eublepharis_macularius;AnAge;weight
Dryoscopus_gambensis	EOL	35	g	0.035	weight	Dryoscopus_gambensis;EOL;weight
Heterocephalus_glaber	AnAge	35	g	0.035	weight	Heterocephalus_glaber;AnAge;weight
Pomatorhinus_ruficollis	EOL	35	g	0.035	weight	Pomatorhinus_ruficollis;EOL;weight
Promerops_cafer	EOL	35	g	0.035	weight	Promerops_cafer;EOL;weight
Rhinopomastus_cyanomelas	EOL	35	g	0.035	weight	Rhinopomastus_cyanomelas;EOL;weight
Serilophus_lunatus	EOL	35	g	0.035	weight	Serilophus_lunatus;EOL;weight
Illadopsis_cleaveri	EOL	34	g	0.034	weight	Illadopsis_cleaveri;EOL;weight
Nesospiza_acunhae	EOL	34	g	0.034	weight	Nesospiza_acunhae;EOL;weight
Rhinolophus_ferrumequinum	ADW	34	g	0.034	weight	Rhinolophus_ferrumequinum;ADW;weight
Sakesphorus_luctuosus	EOL	34	g	0.034	weight	Sakesphorus_luctuosus;EOL;weight
Drymodes_brunneopygia	AnAge	33.95	g	0.03395	weight	Drymodes_brunneopygia;AnAge;weight
Desmodus_rotundus	AnAge	33.2	g	0.0332	weight	Desmodus_rotundus;AnAge;weight
Falcunculus_frontatus	EOL	33.2	g	0.0332	weight	Falcunculus_frontatus;EOL;weight
