species	db	value	unity	value_used	category	id
Bombycilla_garrulus	ADW_ML	69	g	0.069	weight	Bombycilla_garrulus;ADW;weight
Pitangus_sulphuratus	ADW_ML	68	g	0.068	weight	Pitangus_sulphuratus;ADW;weight
Microcebus_murinus	ADW_ML	64.8	g	0.0648	weight	Microcebus_murinus;ADW;weight
Artibeus_jamaicensis	ADW_ML	60	g	0.06	weight	Artibeus_jamaicensis;ADW;weight
Merops_nubicus	ADW_ML	59	g	0.059	weight	Merops_nubicus;ADW;weight
Galemys_pyrenaicus	ADW_ML	57.5	g	0.0575	weight	Galemys_pyrenaicus;ADW;weight
Peromyscus_californicus	ADW_ML	54.4	g	0.0544	weight	Peromyscus_californicus;ADW;weight
Pheucticus_melanocephalus	ADW_ML	54	g	0.054	weight	Pheucticus_melanocephalus;ADW;weight
Cinclus_mexicanus	ADW_ML	50.2	g	0.0502	weight	Cinclus_mexicanus;ADW;weight
Desmodus_rotundus	ADW_ML	50	g	0.05	weight	Desmodus_rotundus;ADW;weight
Molothrus_ater	ADW_ML	50	g	0.05	weight	Molothrus_ater;ADW;weight
Indicator_indicator	ADW_ML	48.9	g	0.0489	weight	Indicator_indicator;ADW;weight
Certhia_familiaris	ADW_ML	48	g	0.048	weight	Certhia_familiaris;ADW;weight
Chrysochloris_asiatica	ADW_ML	47	g	0.047	weight	Chrysochloris_asiatica;ADW;weight
Lanius_ludovicianus	ADW_ML	46	g	0.046	weight	Lanius_ludovicianus;ADW;weight
Loxia_curvirostra	ADW_ML	45.4	g	0.0454	weight	Loxia_curvirostra;ADW;weight
Myotis_myotis	ADW_ML	45	g	0.045	weight	Myotis_myotis;ADW;weight
Apus_apus	ADW_ML	44.9	g	0.0449	weight	Apus_apus;ADW;weight
Dromiciops_gliroides	ADW_ML	42	g	0.042	weight	Dromiciops_gliroides;ADW;weight
Rhinolophus_ferrumequinum	ADW_ML	34	g	0.034	weight	Rhinolophus_ferrumequinum;ADW;weight
Tyrannus_savana	ADW_ML	32	grams	0.032	weight	Tyrannus_savana;ADW;weight
Melopsittacus_undulatus	ADW_ML	30	g	0.03	weight	Melopsittacus_undulatus;ADW;weight
Mus_musculus	ADW_ML	30	g	0.03	weight	Mus_musculus;ADW;weight
Phodopus_roborovskii	ADW_ML	27.2	g	0.0272	weight	Phodopus_roborovskii;ADW;weight
Zonotrichia_albicollis	ADW_ML	26	g	0.026	weight	Zonotrichia_albicollis;ADW;weight
Calcarius_ornatus	ADW_ML	25	g	0.025	weight	Calcarius_ornatus;ADW;weight
Catharus_ustulatus	ADW_ML	25	g	0.025	weight	Catharus_ustulatus;ADW;weight
Nematostella_vectensis	ADW_ML	25	g	0.025	weight	Nematostella_vectensis;ADW;weight
Peromyscus_leucopus	ADW_ML	25	g	0.025	weight	Peromyscus_leucopus;ADW;weight
Peromyscus_maniculatus	ADW_ML	24	g	0.024	weight	Peromyscus_maniculatus;ADW;weight
Apodemus_sylvaticus	ADW_ML	23.4	g	0.0234	weight	Apodemus_sylvaticus;ADW;weight
Eptesicus_fuscus	ADW_ML	23	g	0.023	weight	Eptesicus_fuscus;ADW;weight
Chaetura_pelagica	ADW_ML	22.8	g	0.0228	weight	Chaetura_pelagica;ADW;weight
Rana_temporaria	ADW_ML	22.7	g	0.0227	weight	Rana_temporaria;ADW;weight
Onychomys_torridus	ADW_ML	22	g	0.022	weight	Onychomys_torridus;ADW;weight
Gracilinanus_agilis	ADW_ML	21	g	0.021	weight	Gracilinanus_agilis;ADW;weight
Hirundo_rustica	ADW_ML	20	g	0.02	weight	Hirundo_rustica;ADW;weight
Myodes_glareolus	ADW_ML	20	g	0.02	weight	Myodes_glareolus;ADW;weight
Pteronotus_parnellii	ADW_ML	20	g	0.02	weight	Pteronotus_parnellii;ADW;weight
Thryothorus_ludovicianus	ADW_ML	20	g	0.02	weight	Thryothorus_ludovicianus;ADW;weight
Melospiza_melodia	ADW_ML	19.1	g	0.0191	weight	Melospiza_melodia;ADW;weight
Cettia_cetti	ADW_ML	18.5	g	0.0185	weight	Cettia_cetti;ADW;weight
Passerina_amoena	ADW_ML	18	g	0.018	weight	Passerina_amoena;ADW;weight
Empidonax_traillii	ADW_ML	16.4	g	0.0164	weight	Empidonax_traillii;ADW;weight
Spizella_passerina	ADW_ML	15.5	g	0.0155	weight	Spizella_passerina;ADW;weight
Sceloporus_undulatus	ADW_ML	15	g	0.015	weight	Sceloporus_undulatus;ADW;weight
Myotis_lucifugus	ADW_ML	14	g	0.014	weight	Myotis_lucifugus;ADW;weight
Sorex_araneus	ADW_ML	14	g	0.014	weight	Sorex_araneus;ADW;weight
Taeniopygia_guttata	ADW_ML	12	grams	0.012	weight	Taeniopygia_guttata;ADW;weight
Aegithalos_caudatus	ADW_ML	9	g	0.009	weight	Aegithalos_caudatus;ADW;weight
Polioptila_caerulea	ADW_ML	6.5	g	0.0065	weight	Polioptila_caerulea;ADW;weight
Regulus_satrapa	ADW_ML	6.3	g	0.0063	weight	Regulus_satrapa;ADW;weight
Anolis_carolinensis	ADW_ML	6	g	0.006	weight	Anolis_carolinensis;ADW;weight
Pimephales_promelas	ADW_ML	5	g	0.005	weight	Pimephales_promelas;ADW;weight
Zootoca_vivipara	ADW_ML	5	g	0.005	weight	Zootoca_vivipara;ADW;weight
Calypte_anna	ADW_ML	4.5	g	0.0045	weight	Calypte_anna;ADW;weight
Sorex_cinereus	ADW_ML	4	g	0.004	weight	Sorex_cinereus;ADW;weight
Suncus_etruscus	ADW_ML	3	g	0.003	weight	Suncus_etruscus;ADW;weight
Echeneis_naucrates	ADW_ML	2.01	g	0.00201	weight	Echeneis_naucrates;ADW;weight
Hermetia_illucens	ADW_ML	2	g	0.002	weight	Hermetia_illucens;ADW;weight
Bombus_affinis	ADW_ML	0.8	g	0.0008	weight	Bombus_affinis;ADW;weight
Dermacentor_andersoni	ADW_ML	0.7	g	0.0007	weight	Dermacentor_andersoni;ADW;weight
Blattella_germanica	ADW_ML	0.12	g	0.00012	weight	Blattella_germanica;ADW;weight
Armadillidium_vulgare	ADW_ML	0.116	g	0.000116	weight	Armadillidium_vulgare;ADW;weight
Musca_domestica	ADW_ML	0.012	g	0.000012	weight	Musca_domestica;ADW;weight
Linepithema_humile	ADW_ML	0.0043	g	0.0000043	weight	Linepithema_humile;ADW;weight
Dreissena_polymorpha	ADW_ML	1000000	year	365000000	lifespan	Dreissena_polymorpha;ADW;lifespan
Alosa_sapidissima	ADW_ML	250000	year	91250000	lifespan	Alosa_sapidissima;ADW;lifespan
Eleutherodactylus_coqui	ADW_ML	2000	year	730000	lifespan	Eleutherodactylus_coqui;ADW;lifespan
Synchiropus_splendidus	ADW_ML	1989	year	725985	lifespan	Synchiropus_splendidus;ADW;lifespan
Paragonimus_kellicotti	ADW_ML	1985	year	724525	lifespan	Paragonimus_kellicotti;ADW;lifespan
Photinus_pyralis	ADW_ML	500	year	182500	lifespan	Photinus_pyralis;ADW;lifespan
Rhincodon_typus	ADW_ML	150	years	54750	lifespan	Rhincodon_typus;ADW;lifespan
Terrapene_carolina	ADW_ML	138	years	50370	lifespan	Terrapene_carolina;ADW;lifespan
Homo_sapiens	ADW_ML	122	years	44530	lifespan	Homo_sapiens;ADW;lifespan
Balaenoptera_musculus	ADW_ML	110	years	40150	lifespan	Balaenoptera_musculus;ADW;lifespan
Gadus_morhua	ADW_ML	100	years	36500	lifespan	Gadus_morhua;ADW;lifespan
Gavialis_gangeticus	ADW_ML	100	years	36500	lifespan	Gavialis_gangeticus;ADW;lifespan
Latimeria_chalumnae	ADW_ML	100	years	36500	lifespan	Latimeria_chalumnae;ADW;lifespan
Probosciger_aterrimus	ADW_ML	100	years	36500	lifespan	Probosciger_aterrimus;ADW;lifespan
Orcinus_orca	ADW_ML	90	years	32850	lifespan	Orcinus_orca;ADW;lifespan
Elephas_maximus	ADW_ML	86	years	31390	lifespan	Elephas_maximus;ADW;lifespan
Anguilla_anguilla	ADW_ML	85	years	31025	lifespan	Anguilla_anguilla;ADW;lifespan
Loxodonta_africana	ADW_ML	80	years	29200	lifespan	Loxodonta_africana;ADW;lifespan
Physeter_catodon	ADW_ML	77	years	28105	lifespan	Physeter_catodon;ADW;lifespan
Chelonia_mydas	ADW_ML	75	years	27375	lifespan	Chelonia_mydas;ADW;lifespan
Alligator_mississippiensis	ADW_ML	73.1	years	26681.5	lifespan	Alligator_mississippiensis;ADW;lifespan
Alligator_sinensis	ADW_ML	70	years	25550	lifespan	Alligator_sinensis;ADW;lifespan
Buceros_rhinoceros	ADW_ML	70	years	25550	lifespan	Buceros_rhinoceros;ADW;lifespan
Gopherus_flavomarginatus	ADW_ML	70	years	25550	lifespan	Gopherus_flavomarginatus;ADW;lifespan
Megalops_atlanticus	ADW_ML	63	years	22995	lifespan	Megalops_atlanticus;ADW;lifespan
Caretta_caretta	ADW_ML	62	years	22630	lifespan	Caretta_caretta;ADW;lifespan
Equus_caballus	ADW_ML	62	years	22630	lifespan	Equus_caballus;ADW;lifespan
Delphinapterus_leucas	ADW_ML	60	years	21900	lifespan	Delphinapterus_leucas;ADW;lifespan
Globicephala_melas	ADW_ML	60	years	21900	lifespan	Globicephala_melas;ADW;lifespan
Pan_troglodytes	ADW_ML	60	years	21900	lifespan	Pan_troglodytes;ADW;lifespan
Pristis_pectinata	ADW_ML	60	years	21900	lifespan	Pristis_pectinata;ADW;lifespan
Strigops_habroptila	ADW_ML	60	years	21900	lifespan	Strigops_habroptila;ADW;lifespan
Pongo_pygmaeus	ADW_ML	59	years	21535	lifespan	Pongo_pygmaeus;ADW;lifespan
Pongo_abelii	ADW_ML	58	years	21170	lifespan	Pongo_abelii;ADW;lifespan
Polyodon_spathula	ADW_ML	55	years	20075	lifespan	Polyodon_spathula;ADW;lifespan
Gorilla_gorilla	ADW_ML	54	years	19710	lifespan	Gorilla_gorilla;ADW;lifespan
Tursiops_truncatus	ADW_ML	53	years	19345	lifespan	Tursiops_truncatus;ADW;lifespan
Aptenodytes_forsteri	ADW_ML	50	years	18250	lifespan	Aptenodytes_forsteri;ADW;lifespan
Atractosteus_spatula	ADW_ML	50	years	18250	lifespan	Atractosteus_spatula;ADW;lifespan
Balaenoptera_acutorostrata	ADW_ML	50	years	18250	lifespan	Balaenoptera_acutorostrata;ADW;lifespan
Camelus_bactrianus	ADW_ML	50	years	18250	lifespan	Camelus_bactrianus;ADW;lifespan
Camelus_dromedarius	ADW_ML	50	years	18250	lifespan	Camelus_dromedarius;ADW;lifespan
Ceratotherium_simum	ADW_ML	50	years	18250	lifespan	Ceratotherium_simum;ADW;lifespan
Coregonus_clupeaformis	ADW_ML	50	years	18250	lifespan	Coregonus_clupeaformis;ADW;lifespan
Equus_asinus	ADW_ML	50	years	18250	lifespan	Equus_asinus;ADW;lifespan
Fulmarus_glacialis	ADW_ML	50	years	18250	lifespan	Fulmarus_glacialis;ADW;lifespan
Monodon_monoceros	ADW_ML	50	years	18250	lifespan	Monodon_monoceros;ADW;lifespan
Pan_paniscus	ADW_ML	50	years	18250	lifespan	Pan_paniscus;ADW;lifespan
Struthio_camelus	ADW_ML	50	years	18250	lifespan	Struthio_camelus;ADW;lifespan
Tachyglossus_aculeatus	ADW_ML	50	years	18250	lifespan	Tachyglossus_aculeatus;ADW;lifespan
Ursus_arctos	ADW_ML	50	years	18250	lifespan	Ursus_arctos;ADW;lifespan
Varanus_komodoensis	ADW_ML	50	years	18250	lifespan	Varanus_komodoensis;ADW;lifespan
Xyrauchen_texanus	ADW_ML	50	years	18250	lifespan	Xyrauchen_texanus;ADW;lifespan
Aquila_chrysaetos	ADW_ML	48	years	17520	lifespan	Aquila_chrysaetos;ADW;lifespan
Phoca_vitulina	ADW_ML	47.6	years	17374	lifespan	Phoca_vitulina;ADW;lifespan
Chelydra_serpentina	ADW_ML	47	years	17155	lifespan	Chelydra_serpentina;ADW;lifespan
Cyprinus_carpio	ADW_ML	47	years	17155	lifespan	Cyprinus_carpio;ADW;lifespan
Haliaeetus_leucocephalus	ADW_ML	47	years	17155	lifespan	Haliaeetus_leucocephalus;ADW;lifespan
Halichoerus_grypus	ADW_ML	46	years	16790	lifespan	Halichoerus_grypus;ADW;lifespan
Lagenorhynchus_obliquidens	ADW_ML	46	years	16790	lifespan	Lagenorhynchus_obliquidens;ADW;lifespan
Mandrillus_leucophaeus	ADW_ML	46	years	16790	lifespan	Mandrillus_leucophaeus;ADW;lifespan
Gymnogyps_californianus	ADW_ML	45	years	16425	lifespan	Gymnogyps_californianus;ADW;lifespan
Hylobates_moloch	ADW_ML	45	years	16425	lifespan	Hylobates_moloch;ADW;lifespan
Papio_anubis	ADW_ML	45	years	16425	lifespan	Papio_anubis;ADW;lifespan
Symphalangus_syndactylus	ADW_ML	44	years	16060	lifespan	Symphalangus_syndactylus;ADW;lifespan
Fasciolopsis_buski	ADW_ML	16000	day	16000	lifespan	Fasciolopsis_buski;ADW;lifespan
Carassius_auratus	ADW_ML	43	years	15695	lifespan	Carassius_auratus;ADW;lifespan
Ursus_maritimus	ADW_ML	43	years	15695	lifespan	Ursus_maritimus;ADW;lifespan
Crocodylus_porosus	ADW_ML	41.7	years	15220.5	lifespan	Crocodylus_porosus;ADW;lifespan
Trachemys_scripta	ADW_ML	41.3	years	15074.5	lifespan	Trachemys_scripta;ADW;lifespan
Crocuta_crocuta	ADW_ML	41.1	years	15001.5	lifespan	Crocuta_crocuta;ADW;lifespan
Salvelinus_namaycush	ADW_ML	41	years	14965	lifespan	Salvelinus_namaycush;ADW;lifespan
Anser_cygnoides	ADW_ML	40	years	14600	lifespan	Anser_cygnoides;ADW;lifespan
Bison_bison	ADW_ML	40	years	14600	lifespan	Bison_bison;ADW;lifespan
Carcharodon_carcharias	ADW_ML	40	years	14600	lifespan	Carcharodon_carcharias;ADW;lifespan
Chrysemys_picta	ADW_ML	40	years	14600	lifespan	Chrysemys_picta;ADW;lifespan
Cygnus_atratus	ADW_ML	40	years	14600	lifespan	Cygnus_atratus;ADW;lifespan
Cygnus_olor	ADW_ML	40	years	14600	lifespan	Cygnus_olor;ADW;lifespan
Equus_quagga	ADW_ML	40	years	14600	lifespan	Equus_quagga;ADW;lifespan
Grus_americana	ADW_ML	40	years	14600	lifespan	Grus_americana;ADW;lifespan
Ictalurus_punctatus	ADW_ML	40	years	14600	lifespan	Ictalurus_punctatus;ADW;lifespan
Macaca_fascicularis	ADW_ML	38	years	13870	lifespan	Macaca_fascicularis;ADW;lifespan
Salmo_trutta	ADW_ML	38	years	13870	lifespan	Salmo_trutta;ADW;lifespan
Balaeniceps_rex	ADW_ML	36	years	13140	lifespan	Balaeniceps_rex;ADW;lifespan
Macaca_mulatta	ADW_ML	36	years	13140	lifespan	Macaca_mulatta;ADW;lifespan
Columba_livia	ADW_ML	35	years	12775	lifespan	Columba_livia;ADW;lifespan
Harpia_harpyja	ADW_ML	35	years	12775	lifespan	Harpia_harpyja;ADW;lifespan
Macaca_nemestrina	ADW_ML	35	years	12775	lifespan	Macaca_nemestrina;ADW;lifespan
Bubalus_bubalis	ADW_ML	34.9	years	12738.5	lifespan	Bubalus_bubalis;ADW;lifespan
Ailuropoda_melanoleuca	ADW_ML	34	years	12410	lifespan	Ailuropoda_melanoleuca;ADW;lifespan
Tyto_alba	ADW_ML	34	years	12410	lifespan	Tyto_alba;ADW;lifespan
Lemur_catta	ADW_ML	33	years	12045	lifespan	Lemur_catta;ADW;lifespan
Stegostoma_fasciatum	ADW_ML	33	years	12045	lifespan	Stegostoma_fasciatum;ADW;lifespan
Lynx_rufus	ADW_ML	32.3	years	11789.5	lifespan	Lynx_rufus;ADW;lifespan
Pantherophis_guttatus	ADW_ML	32.3	years	11789.5	lifespan	Pantherophis_guttatus;ADW;lifespan
Anseranas_semipalmata	ADW_ML	32	years	11680	lifespan	Anseranas_semipalmata;ADW;lifespan
Ursus_americanus	ADW_ML	32	years	11680	lifespan	Ursus_americanus;ADW;lifespan
Stercorarius_parasiticus	ADW_ML	385	months	11550	lifespan	Stercorarius_parasiticus;ADW;lifespan
Pteropus_giganteus	ADW_ML	31.4	years	11461	lifespan	Pteropus_giganteus;ADW;lifespan
Heterocephalus_glaber	ADW_ML	31	years	11315	lifespan	Heterocephalus_glaber;ADW;lifespan
Myotis_lucifugus	ADW_ML	31	years	11315	lifespan	Myotis_lucifugus;ADW;lifespan
Propithecus_coquereli	ADW_ML	31	years	11315	lifespan	Propithecus_coquereli;ADW;lifespan
Zalophus_californianus	ADW_ML	31	years	11315	lifespan	Zalophus_californianus;ADW;lifespan
Callorhinus_ursinus	ADW_ML	30	years	10950	lifespan	Callorhinus_ursinus;ADW;lifespan
Colobus_angolensis	ADW_ML	30	years	10950	lifespan	Colobus_angolensis;ADW;lifespan
Dermochelys_coriacea	ADW_ML	30	years	10950	lifespan	Dermochelys_coriacea;ADW;lifespan
Eumetopias_jubatus	ADW_ML	30	years	10950	lifespan	Eumetopias_jubatus;ADW;lifespan
Fregata_magnificens	ADW_ML	30	years	10950	lifespan	Fregata_magnificens;ADW;lifespan
Gallus_gallus	ADW_ML	30	years	10950	lifespan	Gallus_gallus;ADW;lifespan
Morone_saxatilis	ADW_ML	30	years	10950	lifespan	Morone_saxatilis;ADW;lifespan
Panthera_leo	ADW_ML	30	years	10950	lifespan	Panthera_leo;ADW;lifespan
Pteropus_vampyrus	ADW_ML	30	years	10950	lifespan	Pteropus_vampyrus;ADW;lifespan
Rhinolophus_ferrumequinum	ADW_ML	30	years	10950	lifespan	Rhinolophus_ferrumequinum;ADW;lifespan
Spheniscus_magellanicus	ADW_ML	30	years	10950	lifespan	Spheniscus_magellanicus;ADW;lifespan
Theropithecus_gelada	ADW_ML	30	years	10950	lifespan	Theropithecus_gelada;ADW;lifespan
Trichechus_manatus	ADW_ML	30	years	10950	lifespan	Trichechus_manatus;ADW;lifespan
Vombatus_ursinus	ADW_ML	30	years	10950	lifespan	Vombatus_ursinus;ADW;lifespan
Saimiri_boliviensis	ADW_ML	30	years	10950	lifespan	Saimiri_boliviensis;ADW;lifespan
Ciccaba_nigrolineata	ADW_ML	29	years	10585	lifespan	Ciccaba_nigrolineata;ADW;lifespan
Nomascus_leucogenys	ADW_ML	28	years	10220	lifespan	Nomascus_leucogenys;ADW;lifespan
Choloepus_didactylus	ADW_ML	27.8	years	10147	lifespan	Choloepus_didactylus;ADW;lifespan
Oryx_dammah	ADW_ML	27.5	years	10037.5	lifespan	Oryx_dammah;ADW;lifespan
Necator_americanus	ADW_ML	10000	day	10000	lifespan	Necator_americanus;ADW;lifespan
Panthera_pardus	ADW_ML	27	years	9855	lifespan	Panthera_pardus;ADW;lifespan
Spheniscus_demersus	ADW_ML	27	years	9855	lifespan	Spheniscus_demersus;ADW;lifespan
Sus_scrofa	ADW_ML	27	years	9855	lifespan	Sus_scrofa;ADW;lifespan
Cercocebus_atys	ADW_ML	26.8	years	9782	lifespan	Cercocebus_atys;ADW;lifespan
Cervus_elaphus	ADW_ML	26.8	years	9782	lifespan	Cervus_elaphus;ADW;lifespan
Lynx_canadensis	ADW_ML	26.75	years	9763.75	lifespan	Lynx_canadensis;ADW;lifespan
Nycticebus_coucang	ADW_ML	26.5	years	9672.5	lifespan	Nycticebus_coucang;ADW;lifespan
Trachypithecus_francoisi	ADW_ML	26.3	years	9599.5	lifespan	Trachypithecus_francoisi;ADW;lifespan
Uria_aalge	ADW_ML	317	months	9510	lifespan	Uria_aalge;ADW;lifespan
Aptenodytes_patagonicus	ADW_ML	26	years	9490	lifespan	Aptenodytes_patagonicus;ADW;lifespan
Ardeotis_kori	ADW_ML	26	years	9490	lifespan	Ardeotis_kori;ADW;lifespan
Micropterus_dolomieu	ADW_ML	26	years	9490	lifespan	Micropterus_dolomieu;ADW;lifespan
Nipponia_nippon	ADW_ML	26	years	9490	lifespan	Nipponia_nippon;ADW;lifespan
Panthera_tigris	ADW_ML	26	years	9490	lifespan	Panthera_tigris;ADW;lifespan
Rhinopithecus_roxellana	ADW_ML	26	years	9490	lifespan	Rhinopithecus_roxellana;ADW;lifespan
Anas_platyrhynchos	ADW_ML	316	months	9480	lifespan	Anas_platyrhynchos;ADW;lifespan
Pandion_haliaetus	ADW_ML	314	months	9420	lifespan	Pandion_haliaetus;ADW;lifespan
Eudyptula_minor	ADW_ML	25.6	years	9344	lifespan	Eudyptula_minor;ADW;lifespan
Rissa_tridactyla	ADW_ML	307	months	9210	lifespan	Rissa_tridactyla;ADW;lifespan
Sula_dactylatra	ADW_ML	306	months	9180	lifespan	Sula_dactylatra;ADW;lifespan
Balearica_regulorum	ADW_ML	25	years	9125	lifespan	Balearica_regulorum;ADW;lifespan
Falco_cherrug	ADW_ML	25	years	9125	lifespan	Falco_cherrug;ADW;lifespan
Falco_peregrinus	ADW_ML	25	years	9125	lifespan	Falco_peregrinus;ADW;lifespan
Ictalurus_furcatus	ADW_ML	25	years	9125	lifespan	Ictalurus_furcatus;ADW;lifespan
Pheucticus_melanocephalus	ADW_ML	25	years	9125	lifespan	Pheucticus_melanocephalus;ADW;lifespan
Rousettus_aegyptiacus	ADW_ML	25	years	9125	lifespan	Rousettus_aegyptiacus;ADW;lifespan
Struthidea_cinerea	ADW_ML	25	years	9125	lifespan	Struthidea_cinerea;ADW;lifespan
Hyaena_hyaena	ADW_ML	24	years	8760	lifespan	Hyaena_hyaena;ADW;lifespan
Lipotes_vexillifer	ADW_ML	24	years	8760	lifespan	Lipotes_vexillifer;ADW;lifespan
Orycteropus_afer	ADW_ML	24	years	8760	lifespan	Orycteropus_afer;ADW;lifespan
Salvelinus_fontinalis	ADW_ML	24	years	8760	lifespan	Salvelinus_fontinalis;ADW;lifespan
Naja_naja	ADW_ML	23.9	years	8723.5	lifespan	Naja_naja;ADW;lifespan
Sciurus_carolinensis	ADW_ML	23.6	years	8614	lifespan	Sciurus_carolinensis;ADW;lifespan
Dasypus_novemcinctus	ADW_ML	23	years	8395	lifespan	Dasypus_novemcinctus;ADW;lifespan
Enhydra_lutris	ADW_ML	23	years	8395	lifespan	Enhydra_lutris;ADW;lifespan
Gavia_stellata	ADW_ML	23	years	8395	lifespan	Gavia_stellata;ADW;lifespan
Megadyptes_antipodes	ADW_ML	23	years	8395	lifespan	Megadyptes_antipodes;ADW;lifespan
Micropterus_salmoides	ADW_ML	23	years	8395	lifespan	Micropterus_salmoides;ADW;lifespan
Odocoileus_virginianus	ADW_ML	23	years	8395	lifespan	Odocoileus_virginianus;ADW;lifespan
Rhinopithecus_bieti	ADW_ML	23	years	8395	lifespan	Rhinopithecus_bieti;ADW;lifespan
Ovis_aries	ADW_ML	22.8	years	8322	lifespan	Ovis_aries;ADW;lifespan
Crotalus_adamanteus	ADW_ML	22.75	years	8303.75	lifespan	Crotalus_adamanteus;ADW;lifespan
Capra_hircus	ADW_ML	22	years	8030	lifespan	Capra_hircus;ADW;lifespan
Clupea_harengus	ADW_ML	22	years	8030	lifespan	Clupea_harengus;ADW;lifespan
Electrophorus_electricus	ADW_ML	22	years	8030	lifespan	Electrophorus_electricus;ADW;lifespan
Lutra_lutra	ADW_ML	22	years	8030	lifespan	Lutra_lutra;ADW;lifespan
Myotis_myotis	ADW_ML	22	years	8030	lifespan	Myotis_myotis;ADW;lifespan
Phalacrocorax_carbo	ADW_ML	22	years	8030	lifespan	Phalacrocorax_carbo;ADW;lifespan
Apus_apus	ADW_ML	21	years	7665	lifespan	Apus_apus;ADW;lifespan
Lontra_canadensis	ADW_ML	21	years	7665	lifespan	Lontra_canadensis;ADW;lifespan
Melopsittacus_undulatus	ADW_ML	21	years	7665	lifespan	Melopsittacus_undulatus;ADW;lifespan
Pontoporia_blainvillei	ADW_ML	21	years	7665	lifespan	Pontoporia_blainvillei;ADW;lifespan
Phacochoerus_africanus	ADW_ML	20.9	years	7628.5	lifespan	Phacochoerus_africanus;ADW;lifespan
Suricata_suricatta	ADW_ML	20.6	years	7519	lifespan	Suricata_suricatta;ADW;lifespan
Rangifer_tarandus	ADW_ML	20.2	years	7373	lifespan	Rangifer_tarandus;ADW;lifespan
Agelaius_phoeniceus	ADW_ML	20	years	7300	lifespan	Agelaius_phoeniceus;ADW;lifespan
Albula_goreensis	ADW_ML	20	years	7300	lifespan	Albula_goreensis;ADW;lifespan
Bos_taurus	ADW_ML	20	years	7300	lifespan	Bos_taurus;ADW;lifespan
Bothrops_jararaca	ADW_ML	20	years	7300	lifespan	Bothrops_jararaca;ADW;lifespan
Canis_lupus	ADW_ML	20	years	7300	lifespan	Canis_lupus;ADW;lifespan
Castor_canadensis	ADW_ML	20	years	7300	lifespan	Castor_canadensis;ADW;lifespan
Chinchilla_lanigera	ADW_ML	20	years	7300	lifespan	Chinchilla_lanigera;ADW;lifespan
Dromaius_novaehollandiae	ADW_ML	20	years	7300	lifespan	Dromaius_novaehollandiae;ADW;lifespan
Eudyptes_schlegeli	ADW_ML	20	years	7300	lifespan	Eudyptes_schlegeli;ADW;lifespan
Lottia_gigantea	ADW_ML	20	years	7300	lifespan	Lottia_gigantea;ADW;lifespan
Manis_javanica	ADW_ML	20	years	7300	lifespan	Manis_javanica;ADW;lifespan
Mirounga_leonina	ADW_ML	20	years	7300	lifespan	Mirounga_leonina;ADW;lifespan
Numida_meleagris	ADW_ML	20	years	7300	lifespan	Numida_meleagris;ADW;lifespan
Ovis_ammon	ADW_ML	20	years	7300	lifespan	Ovis_ammon;ADW;lifespan
Paragonimus_westermani	ADW_ML	20	years	7300	lifespan	Paragonimus_westermani;ADW;lifespan
Phascolarctos_cinereus	ADW_ML	20	years	7300	lifespan	Phascolarctos_cinereus;ADW;lifespan
Prionailurus_bengalensis	ADW_ML	20	years	7300	lifespan	Prionailurus_bengalensis;ADW;lifespan
Puma_concolor	ADW_ML	20	years	7300	lifespan	Puma_concolor;ADW;lifespan
Rynchops_niger	ADW_ML	20	years	7300	lifespan	Rynchops_niger;ADW;lifespan
Strongylocentrotus_purpuratus	ADW_ML	20	years	7300	lifespan	Strongylocentrotus_purpuratus;ADW;lifespan
Thamnophis_sirtalis	ADW_ML	20	years	7300	lifespan	Thamnophis_sirtalis;ADW;lifespan
Xenopus_laevis	ADW_ML	20	years	7300	lifespan	Xenopus_laevis;ADW;lifespan
Accipiter_gentilis	ADW_ML	19.8	years	7227	lifespan	Accipiter_gentilis;ADW;lifespan
Arenaria_interpres	ADW_ML	19.75	years	7208.75	lifespan	Arenaria_interpres;ADW;lifespan
Pteropus_alecto	ADW_ML	19.7	years	7190.5	lifespan	Pteropus_alecto;ADW;lifespan
Desmodus_rotundus	ADW_ML	19.5	years	7117.5	lifespan	Desmodus_rotundus;ADW;lifespan
Acinonyx_jubatus	ADW_ML	19	years	6935	lifespan	Acinonyx_jubatus;ADW;lifespan
Chionoecetes_opilio	ADW_ML	19	years	6935	lifespan	Chionoecetes_opilio;ADW;lifespan
Eptesicus_fuscus	ADW_ML	19	years	6935	lifespan	Eptesicus_fuscus;ADW;lifespan
Meles_meles	ADW_ML	19	years	6935	lifespan	Meles_meles;ADW;lifespan
Sagittarius_serpentarius	ADW_ML	18.6	years	6789	lifespan	Sagittarius_serpentarius;ADW;lifespan
Gulo_gulo	ADW_ML	18	years	6570	lifespan	Gulo_gulo;ADW;lifespan
Lepisosteus_oculatus	ADW_ML	18	years	6570	lifespan	Lepisosteus_oculatus;ADW;lifespan
Marmota_marmota	ADW_ML	18	years	6570	lifespan	Marmota_marmota;ADW;lifespan
Mirounga_angustirostris	ADW_ML	18	years	6570	lifespan	Mirounga_angustirostris;ADW;lifespan
Phasianus_colchicus	ADW_ML	18	years	6570	lifespan	Phasianus_colchicus;ADW;lifespan
Phyllostomus_hastatus	ADW_ML	18	years	6570	lifespan	Phyllostomus_hastatus;ADW;lifespan
